approve,id,label,kind,unit_id,era_id,region_primary,region_others,year_from,year_to,year_precision,exam_weight,prereq_ids,retired,why_confusable,note
○,kc.asia18.silver_flow_geo,18世紀の銀と物産の流れ,geo,gh.2.1.1,2,中国,ラテンアメリカ;西欧;日本,1700,1800,century,1.5,kc.mingqing.tax_silver_reform,,新大陸と日本の銀が中国へ集まり、茶・絹・陶磁器が出ていくという流れの向きが地図で描けない,
○,kc.asia18.edo_isolation,江戸幕府の対外関係の実態,distinction,gh.2.1.1,2,日本,中国;東南アジア;西欧,1639,1854,exact,1.5,,江戸幕府の対外政策。18世紀アジアの繁栄は残す,「鎖国」という言葉から完全な閉鎖を想像し、長崎・対馬・薩摩・松前という4つの口が開いていた事実と合わない,
○,kc.asia18.asian_trade_causes,アジア域内交易が活発だった要因,causal,gh.2.1.1,2,東南アジア,中国;南アジア;日本,1700,1800,century,1.3,kc.asia18.silver_flow_geo,,ヨーロッパ商人がアジア域内の交易に参入した側だったという関係が、「ヨーロッパがアジアを開いた」という順序に置き換わる,
○,kc.asia18.prosperity_to_crisis,繁栄が19世紀の危機に転じた因果,causal,gh.2.1.1,2,中国,西欧;南アジア,1750,1840,century,1.5,kc.asia18.three_empires_prosperity,,人口増加と財政の行き詰まりという内的な要因が、外圧の到来と重なったという二重性が見えない,
○,kc.triangle.slave_trade_scale,奴隷貿易の規模と経路,geo,gh.2.1.2,2,サハラ以南アフリカ,西欧;ラテンアメリカ;北アメリカ,1500,1867,exact,1.6,kc.atlantic.triangular_trade_geo,,西アフリカから運ばれた人数の桁と、行き先がカリブ海とブラジルに集中していたことが地図と数で捉えられない,
○,kc.triangle.plantation_system,プランテーションの成り立ち,causal,gh.2.1.2,2,ラテンアメリカ,北アメリカ;西欧,1600,1800,century,1.5,kc.triangle.slave_trade_scale,,砂糖・タバコ・綿花という単一作物の大量生産が、強制労働を必要とする仕組みだったという因果が抜ける,
○,kc.triangle.africa_impact,奴隷貿易がアフリカに与えた影響,causal,gh.2.1.2,2,サハラ以南アフリカ,西欧,1600,1800,century,1.4,kc.triangle.slave_trade_scale,,働き盛りの人口の流出と、奴隷を得るための戦争が社会を荒廃させたという長期の影響が抜ける,
○,kc.triangle.abolition_order,奴隷貿易と奴隷制が廃止される順序,chronology,gh.2.1.2,2,西欧,北アメリカ;ラテンアメリカ,1807,1888,exact,1.4,kc.triangle.africa_impact,,貿易の禁止（1807）と制度の廃止（1833）が別の段階であることと、アメリカやブラジルではさらに遅れたことが崩れる,
○,kc.triangle.capital_to_industry,三角貿易の利益が産業革命を支えた因果,causal,gh.2.1.2,2,西欧,サハラ以南アフリカ;ラテンアメリカ,1700,1800,century,1.5,kc.triangle.plantation_system,,リヴァプールやブリストルに蓄えられた資本と、綿花という原料の確保が、産業革命の前提だったという結びつきが見えない,
○,kc.indsoc.work_and_time,工場労働が生活を変えた因果,causal,gh.2.2.1,2,西欧,,1780,1850,century,1.5,kc.industrial.social_change,,時計に従う労働と、職住の分離、児童労働という具体的な変化が、「近代化した」という抽象語に丸められる,
○,kc.indsoc.urban_problems,都市化が生んだ問題,fact,gh.2.2.1,2,西欧,,1800,1900,century,1.3,kc.indsoc.work_and_time,,住宅難・衛生の悪化とコレラの流行・公衆衛生法という対応の連鎖が、都市人口の増加という数字だけになる,
○,kc.indsoc.family_and_gender,性別役割分業が形をとった因果,causal,gh.2.2.1,2,西欧,,1800,1900,century,1.4,kc.indsoc.work_and_time,,働く場と住む場が分かれたことが「男は仕事・女は家庭」という規範を生んだという因果が、意識の変化として語られてしまう,
○,kc.indsoc.spread_geo,産業革命が各国へ広がった順序と地域,geo,gh.2.2.1,2,西欧,北アメリカ;東アジア,1760,1900,century,1.4,kc.industrial.regions_geo,,イギリス→ベルギー・フランス→ドイツ・アメリカ→ロシア・日本という波及の順序と、後発国ほど国家主導だった点が結びつかない,
○,kc.indsoc.labour_movement,労働運動と社会政策の対応,distinction,gh.2.2.1,2,西欧,,1833,1900,exact,1.4,kc.indsoc.urban_problems,,労働組合の合法化・工場法・社会保険という、下からの運動と上からの対策の区別がつかない,
○,kc.nationstate.what_is_nation,国民国家という枠組みの新しさ,distinction,gh.2.2.2,2,西欧,,1789,1900,century,1.6,kc.frrev.declaration_vs_code,,王朝の領土と国民の国家の違いが意識されず、国境の中の人々を「国民」にまとめる作業が必要だったことが見えない,
○,kc.nationstate.making_citizens,国民を作る仕組み,causal,gh.2.2.2,2,西欧,日本,1800,1900,century,1.5,kc.nationstate.what_is_nation,,義務教育・徴兵制・国語の統一・国旗と国歌が、国民意識を作るための装置だったという意図が抜ける,
○,kc.nationstate.suffrage_order,参政権が広がる順序,chronology,gh.2.2.2,2,西欧,北アメリカ,1832,1928,exact,1.5,kc.vienna.british_reforms,,財産による制限の緩和・男子普通選挙・女性参政権という段階と、第一次世界大戦がその契機になったことが崩れる,
○,kc.nationstate.nationalism_two_faces,ナショナリズムの2つの顔,distinction,gh.2.2.2,2,西欧,東欧・ロシア;南アジア,1848,1918,exact,1.5,kc.nationstate.what_is_nation,,抑圧からの解放を求める運動と、他民族を支配する動きが、同じナショナリズムから出ていることが結びつかない,
○,kc.nationstate.japan_comparison,日本の国民国家化の特徴,distinction,gh.2.2.2,2,日本,西欧,1868,1890,exact,1.5,kc.nationstate.making_citizens,日本の国民国家化。国民国家の枠組み自体は残す,欧米では長い時間をかけた過程を、日本が上からの改革で短期間に行ったという時間圧縮の差が意識されない,
○,kc.bakumatsu.opening_causes,日本が開国した要因,causal,gh.2.3.1,2,日本,北アメリカ;中国,1840,1858,exact,1.6,kc.qingfall.opening_chain,幕末の対外交渉と国内政局。世界史では扱わない,アヘン戦争の情報が幕府に届いていたことと、捕鯨と対中貿易の中継地を求めたアメリカの事情という、内外の条件が結びつかない,
○,kc.bakumatsu.two_treaties,和親条約と修好通商条約の違い,distinction,gh.2.3.1,2,日本,北アメリカ;西欧,1854,1858,exact,1.6,kc.bakumatsu.opening_causes,幕末の対外交渉と国内政局。世界史では扱わない,寄港と補給を認めた条約と、貿易を開き領事裁判権や協定関税を含む条約の差が、どちらも「開国」で一括りにされる,
○,kc.bakumatsu.trade_impact,貿易の開始が経済を混乱させた因果,causal,gh.2.3.1,2,日本,西欧,1859,1867,exact,1.5,kc.bakumatsu.two_treaties,幕末の対外交渉と国内政局。世界史では扱わない,金銀比価の違いによる金の流出と、生糸の輸出による物価騰貴が、攘夷運動の高まりにつながる筋が抜ける,
○,kc.bakumatsu.sonno_joi_shift,尊王攘夷から倒幕へ転じた因果,causal,gh.2.3.1,2,日本,西欧,1863,1868,exact,1.5,kc.bakumatsu.trade_impact,幕末の対外交渉と国内政局。世界史では扱わない,薩英戦争と下関砲撃で攘夷の不可能を知った雄藩が、開国を前提とした倒幕へ方針を変えたという転換が見えない,
○,kc.bakumatsu.treaty_ports_geo,開港場の位置と役割,geo,gh.2.3.1,2,日本,中国;北アメリカ,1854,1867,exact,1.3,kc.bakumatsu.two_treaties,幕末の対外交渉と国内政局。世界史では扱わない,下田・箱館（和親）と、神奈川・長崎・新潟・兵庫（通商）の違いと位置が入れ替わる,
○,kc.meiji.centralization,版籍奉還と廃藩置県の違い,distinction,gh.2.3.2,2,日本,,1869,1871,exact,1.6,kc.bakumatsu.sonno_joi_shift,明治期の国内制度改革。世界史では扱わない,土地と人民を返す形式的な措置と、藩そのものを廃止して県を置く実質的な措置の差が、どちらも「中央集権化」で潰れる,
○,kc.meiji.three_reforms,地租改正・徴兵令・学制の目的,causal,gh.2.3.2,2,日本,西欧,1872,1873,exact,1.7,kc.meiji.centralization,明治期の国内制度改革。世界史では扱わない,安定した財源・近代的な軍隊・均質な国民という3つの目的が、「富国強兵」という標語にまとめられて中身が消える,
○,kc.meiji.westernization_limits,文明開化が及んだ範囲,distinction,gh.2.3.2,2,日本,西欧,1871,1890,exact,1.3,kc.meiji.three_reforms,明治期の国内制度改革。世界史では扱わない,都市の表層から始まったことと、農村の生活が長く変わらなかったという地域差・階層差が抜ける,
○,kc.meiji.opposition,士族反乱と自由民権運動の違い,distinction,gh.2.3.2,2,日本,,1874,1884,exact,1.5,kc.meiji.three_reforms,明治期の国内制度改革。世界史では扱わない,武力による抵抗（西南戦争まで）と、言論による国会開設の要求という手段の転換が、同じ「反政府」で一括りにされる,
○,kc.meiji.treaty_revision,条約改正が長引いた因果,causal,gh.2.3.2,2,日本,西欧,1871,1911,exact,1.6,kc.bakumatsu.two_treaties,明治期の国内制度改革。世界史では扱わない,法制度の整備を求められたことが憲法や法典の編纂を急がせ、領事裁判権の撤廃（1894）と関税自主権の回復（1911）に時間差が出た筋が抜ける,
○,kc.constitution.model_choice,ドイツ型憲法を選んだ因果,causal,gh.2.4.1,2,日本,西欧,1882,1889,exact,1.6,kc.meiji.opposition,大日本帝国憲法と国内議会。世界史では扱わない,イギリス型の議院内閣制ではなく君主権の強いプロイセン型を採った理由が、自由民権運動への対応だったという文脈が抜ける,
○,kc.constitution.emperor_and_diet,天皇大権と議会の権限の関係,distinction,gh.2.4.1,2,日本,,1889,1890,exact,1.6,kc.constitution.model_choice,大日本帝国憲法と国内議会。世界史では扱わない,統帥権・緊急勅令などの大権と、予算の審議権という議会の武器の関係が整理されず、議会が無力だったと単純化される,
○,kc.constitution.early_diet_conflict,初期議会が対立した争点,fact,gh.2.4.1,2,日本,,1890,1894,exact,1.4,kc.constitution.emperor_and_diet,大日本帝国憲法と国内議会。世界史では扱わない,民党の「政費節減・民力休養」と政府の軍拡予算という対立軸が、人名や内閣名の暗記に埋もれる,
○,kc.constitution.education_rescript,教育勅語が果たした役割,causal,gh.2.4.1,2,日本,,1890,1945,exact,1.4,kc.nationstate.making_citizens,大日本帝国憲法と国内議会。世界史では扱わない,法令ではなく道徳の規範として、学校を通じて国民統合を担ったという位置づけが抜ける,
○,kc.constitution.compare_asia,アジアの立憲運動との比較,distinction,gh.2.4.1,2,日本,中国;アナトリア・シリア;メソポタミア・イラン,1889,1908,exact,1.3,kc.asianation.russo_japanese_impact,大日本帝国憲法と国内議会。世界史では扱わない,日本の憲法制定が、のちの中国・オスマン・イランの立憲運動から手本とされたという関係が見えない,
○,kc.jpwars.sino_japanese_causes,日清戦争が起きた要因,causal,gh.2.4.2,2,東アジア,中国;朝鮮;日本,1876,1894,exact,1.6,kc.qingfall.opening_chain,,朝鮮をめぐる清との対立が、壬午軍乱・甲申政変・甲午農民戦争と段階を踏んで戦争に至る過程が飛ぶ,
○,kc.jpwars.shimonoseki_and_triple,下関条約と三国干渉の帰結,causal,gh.2.4.2,2,東アジア,東欧・ロシア;西欧;日本,1895,1898,exact,1.6,kc.jpwars.sino_japanese_causes,,遼東半島の返還が対露感情を高めたことと、それが列強の中国分割を促した点という2つの帰結が並べられない,
○,kc.jpwars.russo_japanese_causes,日露戦争が起きた要因,causal,gh.2.4.2,2,東アジア,東欧・ロシア;西欧;日本,1900,1904,exact,1.6,kc.jpwars.shimonoseki_and_triple,,義和団事件後のロシアの満洲駐兵と、日英同盟という後ろ盾がそろって開戦に至る条件が結びつかない,
○,kc.jpwars.portsmouth_limits,ポーツマス条約の内容と国内の反発,distinction,gh.2.4.2,2,日本,東欧・ロシア;北アメリカ,1905,1905,exact,1.5,kc.jpwars.russo_japanese_causes,,賠償金を得られなかったことが日比谷焼打ち事件につながる筋が、条約内容の暗記から切り離される,
○,kc.jpwars.korea_annexation,韓国併合に至る段階,chronology,gh.2.4.2,2,朝鮮,日本;西欧,1904,1910,exact,1.6,kc.jpwars.portsmouth_limits,,3次にわたる日韓協約で外交権と内政権が段階的に奪われ、義兵闘争を経て併合に至る順序が崩れる,
○,kc.jpwars.northeast_asia_geo,日清・日露戦争で動いた勢力範囲,geo,gh.2.4.2,2,東アジア,中国;朝鮮;東欧・ロシア,1895,1910,exact,1.4,kc.jpwars.korea_annexation,,遼東半島・台湾・南樺太・関東州・南満洲鉄道の位置と、それぞれどの条約で得たかが結びつかない,
○,kc.totalwar.japan_ww1,日本の第一次世界大戦への関わり方,distinction,gh.3.1.1,3,日本,東アジア;西欧,1914,1919,exact,1.5,kc.ww1.total_war,,ヨーロッパが総力戦を戦う一方、日本は限定的な参戦で大戦景気を得たという非対称が、「戦勝国になった」で片づけられる,
○,kc.totalwar.21_demands,二十一か条の要求とその帰結,fact,gh.3.1.1,3,中国,日本,1915,1919,exact,1.6,kc.totalwar.japan_ww1,,山東のドイツ権益の継承要求が、パリ講和会議での扱いと五・四運動につながるという因果が抜ける,
○,kc.totalwar.self_determination_asia,民族自決がアジアで運動を呼んだ因果,causal,gh.3.1.1,3,東アジア,南アジア;中国;朝鮮,1918,1919,exact,1.6,kc.totalwar.21_demands,,ウィルソンの原則が実際には東欧にしか適用されなかったことと、それでも三・一独立運動や五・四運動を刺激した点が結びつかない,
○,kc.totalwar.japan_league,国際連盟における日本の位置,distinction,gh.3.1.1,3,西欧,日本;北アメリカ,1919,1933,exact,1.4,kc.versailles.league_weakness,,常任理事国でありながら人種平等の提案は退けられたという二面性が、単に「加盟した」で終わる,
○,kc.totalwar.wartime_boom,大戦景気とその反動,causal,gh.3.1.1,3,日本,西欧,1915,1920,exact,1.5,kc.totalwar.japan_ww1,大戦景気は国内経済。日本の参戦・二十一か条は残す,輸出の急増による好景気と、戦後の反動不況・米騒動という振れ幅が、同じ大戦の帰結だとつながらない,
○,kc.totalwar.japan_mandate_geo,大戦後に日本が得た地域,geo,gh.3.1.1,3,東アジア,東南アジア;日本,1919,1922,exact,1.3,kc.totalwar.japan_league,,山東半島の権益と南洋諸島の委任統治領の位置と、それぞれ何を根拠に得たのかが結びつかない,
○,kc.masssoc.causes,大衆社会が成立した要因,causal,gh.3.1.2,3,北アメリカ,西欧;日本,1918,1930,exact,1.5,kc.totalwar.self_determination_asia,,総力戦への動員が普通選挙と労働運動の力を強めたことと、都市化・大量生産が生活を変えたことが別々の話になる,
○,kc.masssoc.us_1920s,アメリカの繁栄の光と影,distinction,gh.3.1.2,3,北アメリカ,,1920,1929,exact,1.5,kc.masssoc.causes,,大量生産と大量消費という繁栄の一方で、移民制限法・禁酒法・人種差別があったという同時性が抜ける,
○,kc.masssoc.japan_culture,日本の大衆文化,fact,gh.3.1.2,3,日本,,1920,1930,exact,1.2,kc.masssoc.causes,日本の大衆文化。大衆社会の成立自体は残す,ラジオ放送・円本・新聞部数の拡大・職業婦人という具体が、「大正デモクラシー」の語にまとめられて中身が消える,
○,kc.masssoc.womens_suffrage,女性参政権が広がった因果,causal,gh.3.1.2,3,西欧,北アメリカ;日本,1918,1945,exact,1.4,kc.nationstate.suffrage_order,,総力戦への女性の動員が権利要求の根拠になったことと、日本での実現が第二次世界大戦後まで遅れた差が結びつかない,
○,kc.masssoc.media_power,メディアが世論を作る力,distinction,gh.3.1.2,3,北アメリカ,西欧;日本,1920,1940,exact,1.3,,,大衆の政治参加を支えた面と、ファシズムの宣伝に使われた面が、同じメディアの働きだと見えない,
○,kc.taisho.party_politics_order,政党政治が確立し崩れるまでの順序,chronology,gh.3.2.1,3,日本,,1912,1932,exact,1.6,kc.constitution.early_diet_conflict,大正デモクラシーと国内の社会運動。世界史では扱わない,第一次護憲運動・米騒動と原敬内閣・第二次護憲運動・憲政の常道・五・一五事件という順序と、どこが画期かが崩れる,
○,kc.taisho.two_laws,普通選挙法と治安維持法が同時に成立した因果,causal,gh.3.2.1,3,日本,東欧・ロシア,1925,1925,exact,1.7,kc.taisho.party_politics_order,大正デモクラシーと国内の社会運動。世界史では扱わない,参政権の拡大と思想の取り締まりが同じ年に組みで成立した理由（ソ連との国交樹立と共産主義への警戒）が抜ける,
○,kc.taisho.social_movements,社会運動の担い手の違い,distinction,gh.3.2.1,3,日本,,1920,1925,exact,1.4,kc.taisho.two_laws,大正デモクラシーと国内の社会運動。世界史では扱わない,労働争議・小作争議・全国水平社・新婦人協会という運動の担い手と要求の対応が入れ替わる,
○,kc.taisho.minpon,大正デモクラシーを支えた思想,fact,gh.3.2.1,3,日本,西欧,1916,1925,exact,1.4,kc.taisho.party_politics_order,大正デモクラシーと国内の社会運動。世界史では扱わない,吉野作造の民本主義が主権の所在に触れずに民意の尊重を説いた工夫であることと、美濃部達吉の天皇機関説との違いが混ざる,
○,kc.taisho.great_quake,関東大震災が社会に与えた影響,causal,gh.3.2.1,3,日本,,1923,1927,exact,1.4,kc.taisho.social_movements,大正デモクラシーと国内の社会運動。世界史では扱わない,経済的打撃が震災手形から金融恐慌へつながる筋と、流言による朝鮮人虐殺という社会の側面が、どちらも落ちる,
○,kc.taisho.japan_vs_west,日本の政党政治と欧米議会政治の違い,distinction,gh.3.2.1,3,日本,西欧,1918,1932,exact,1.4,kc.taisho.party_politics_order,大正デモクラシーと国内の社会運動。世界史では扱わない,憲政の常道が憲法上の規定ではなく慣行にすぎなかったという弱さが、制度として保障された議院内閣制と同一視される,
○,kc.jpdep.showa_depression,日本が昭和恐慌に陥った因果,causal,gh.3.3.1,3,日本,北アメリカ,1927,1931,exact,1.6,kc.depression.spread,昭和恐慌と国内経済政策。世界恐慌そのものは wh.4.6.1 にある,金融恐慌の後遺症の上に、金解禁と世界恐慌が重なったという三重の打撃として説明できない,
○,kc.jpdep.rural_crisis,農村の窮乏の実態,fact,gh.3.3.1,3,日本,北アメリカ,1930,1934,exact,1.5,kc.jpdep.showa_depression,昭和恐慌と国内経済政策。世界恐慌そのものは wh.4.6.1 にある,生糸価格の暴落と米価の下落、東北の凶作と欠食児童・娘の身売りという具体が、数字だけの理解に留まる,
○,kc.jpdep.army_rise,恐慌が軍部の台頭を招いた因果,causal,gh.3.3.1,3,日本,中国,1930,1936,exact,1.7,kc.jpdep.rural_crisis,昭和恐慌と国内経済政策。世界恐慌そのものは wh.4.6.1 にある,農村の困窮が青年将校の危機感と結びつき、政党政治への不信からクーデタ未遂に至る筋が抜ける,
○,kc.jpdep.takahashi,高橋財政と各国の恐慌対策の比較,distinction,gh.3.3.1,3,日本,北アメリカ;西欧,1931,1936,exact,1.4,kc.jpdep.showa_depression,昭和恐慌と国内経済政策。世界恐慌そのものは wh.4.6.1 にある,金輸出再禁止と赤字国債による景気回復が、ニューディールと同型の財政政策だという位置づけが見えない,
○,kc.jpdep.export_shift_geo,日本の輸出先の変化,geo,gh.3.3.1,3,日本,北アメリカ;中国;東南アジア,1929,1937,exact,1.3,kc.jpdep.takahashi,昭和恐慌と国内経済政策。世界恐慌そのものは wh.4.6.1 にある,対米生糸輸出の激減と、綿製品のアジア市場への転換が、地図と品目で結びつかない,
○,kc.manchuria.order,満洲事変から国際連盟脱退までの順序,chronology,gh.3.3.2,3,中国,日本;西欧,1931,1933,exact,1.6,,,柳条湖事件・満洲国建国・リットン調査団の報告・国際連盟脱退という順序と、それぞれの主体が崩れる,
○,kc.manchuria.domestic_impact,満洲事変が国内政治を変えた因果,causal,gh.3.3.2,3,日本,,1931,1936,exact,1.6,kc.manchuria.order,五・一五事件など国内政治。満洲事変自体は残す,五・一五事件で政党内閣が終わり、二・二六事件を経て軍部の発言力が制度的に強まるという流れが切れる,
○,kc.manchuria.puppet_state,満洲国の建前と実態,distinction,gh.3.3.2,3,中国,日本,1932,1945,exact,1.5,kc.manchuria.order,,「五族協和・王道楽土」という理念と、関東軍が実権を握った傀儡国家という実態の落差が意識されない,
○,kc.manchuria.geo,満洲と華北の位置関係,geo,gh.3.3.2,3,中国,日本;モンゴル高原,1931,1937,exact,1.4,kc.manchuria.puppet_state,,満洲・熱河・華北分離工作の対象地域と、南満洲鉄道の路線が地図で結びつかない,
○,kc.manchuria.league_failure,国際連盟の無力が示された因果,causal,gh.3.3.2,3,西欧,中国;日本,1931,1937,exact,1.5,kc.manchuria.order,,満洲事変とエチオピア侵攻への対応がどちらも失敗したことが、集団安全保障の破綻としてつながらない,
○,kc.sinojp.prolongation,日中戦争が長期化した要因,causal,gh.3.4.1,3,中国,日本;北アメリカ;東欧・ロシア,1937,1941,exact,1.7,kc.manchuria.geo,,第2次国共合作による抗戦体制と、援蒋ルートを通じた英米ソの支援という2つの条件が抜ける,
○,kc.sinojp.order,戦争の拡大と和平工作の順序,chronology,gh.3.4.1,3,中国,日本,1937,1940,exact,1.5,kc.sinojp.prolongation,,盧溝橋事件・第2次上海事変・南京占領・近衛声明・汪兆銘政権という順序と、和平の可能性が閉じた時点が崩れる,
○,kc.sinojp.supply_routes_geo,援蒋ルートと戦線の広がり,geo,gh.3.4.1,3,中国,東南アジア;南アジア;日本,1937,1941,exact,1.4,kc.sinojp.prolongation,,重慶へ物資を運んだビルマルートと仏印ルートの経路が、日本の南方進出の動機と地図の上で結びつかない,
○,kc.sinojp.mobilization,国家総動員体制の中身,fact,gh.3.4.1,3,日本,,1938,1941,exact,1.5,kc.sinojp.order,国家総動員体制は国内。日中戦争自体は残す,国家総動員法・産業報国会・大政翼賛会・隣組という仕組みが、議会と政党を無力にしていく過程として並ばない,
○,kc.sinojp.two_regimes,日本と中国の戦時体制の違い,distinction,gh.3.4.1,3,中国,日本,1937,1945,exact,1.3,kc.sinojp.prolongation,,一党への統合を進めた日本と、国共が対立を抱えたまま共闘した中国という条件の差が見えない,
○,kc.sinojp.to_us_conflict,日中戦争が対米関係を悪化させた因果,causal,gh.3.4.1,3,北アメリカ,日本;中国,1939,1941,exact,1.6,kc.sinojp.supply_routes_geo,,日米通商航海条約の破棄・南部仏印進駐・石油禁輸という段階が、開戦へ向かう圧力の高まりとして並ばない,
○,kc.pacificwar.causes,開戦に至った要因,causal,gh.3.4.2,3,日本,北アメリカ;東南アジア,1940,1941,exact,1.7,kc.sinojp.to_us_conflict,,資源の確保という目的と、日米交渉の行き詰まりという経緯が、「奇襲を選んだ」という結果の記述に置き換わる,
○,kc.pacificwar.co_prosperity,大東亜共栄圏の建前と占領の実態,distinction,gh.3.4.2,3,東南アジア,日本,1941,1945,exact,1.5,kc.pacificwar.causes,,欧米からの解放という掲げた理念と、資源の収奪や労務動員という実態の落差が、どちらか一方に片づけられる,
○,kc.pacificwar.extent_geo,日本の最大占領範囲と後退線,geo,gh.3.4.2,3,東南アジア,東アジア;日本,1942,1945,exact,1.4,kc.pacificwar.co_prosperity,,南方の占領範囲と、そこからの後退線（ガダルカナル・サイパン・沖縄）の位置が地図で結びつかない,
○,kc.pacificwar.home_front,戦時下の国民生活と動員,fact,gh.3.4.2,3,日本,朝鮮,1943,1945,exact,1.5,kc.pacificwar.co_prosperity,戦時下の国民生活は国内。開戦・終戦は残す,学徒出陣・勤労動員・疎開・配給という国内の動員と、朝鮮や台湾からの動員が、同じ総動員の一部だと並ばない,
○,kc.pacificwar.end_order,終戦に至る順序,chronology,gh.3.4.2,3,日本,北アメリカ;東欧・ロシア,1945,1945,exact,1.6,kc.pacificwar.extent_geo,,沖縄戦・ポツダム宣言・原爆投下・ソ連参戦・受諾という順序と、それぞれの日付の前後が崩れる,
○,kc.pacificwar.postwar_division,戦後処理が東アジアの分断を生んだ因果,causal,gh.3.4.2,3,東アジア,中国;朝鮮;日本,1945,1952,exact,1.5,kc.pacificwar.end_order,,日本の領土処理・朝鮮の分割占領・台湾の帰属が、その後の冷戦下の対立につながる筋が抜ける,
○,kc.occupation.policy_shift,占領初期と後期の政策の違い,distinction,gh.4.1.1,3,日本,北アメリカ;中国,1945,1952,exact,1.7,kc.coldwar.china_prc,占領下の国内改革と独立回復。世界史では扱わない,非軍事化と民主化から、経済復興と反共の防壁へという転換が、冷戦の進行と結びつかない,
○,kc.occupation.three_reforms,三大改革の内容,fact,gh.4.1.1,3,日本,,1945,1950,exact,1.6,kc.occupation.policy_shift,占領下の国内改革と独立回復。世界史では扱わない,農地改革・財閥解体・労働三法という3つが、それぞれ何を解体し何を作ったのかで対応しない,
○,kc.occupation.two_constitutions,大日本帝国憲法と日本国憲法の違い,distinction,gh.4.1.1,3,日本,北アメリカ,1946,1947,exact,1.7,kc.occupation.three_reforms,占領下の国内改革と独立回復。世界史では扱わない,主権の所在・天皇の地位・戦争放棄・基本的人権の保障という4点の対比が、成立の経緯をめぐる議論に埋もれる,
○,kc.occupation.independence_order,独立を回復するまでの順序,chronology,gh.4.1.1,3,日本,北アメリカ;東アジア,1950,1956,exact,1.6,kc.occupation.policy_shift,占領下の国内改革と独立回復。世界史では扱わない,朝鮮戦争・警察予備隊・サンフランシスコ平和条約と日米安全保障条約・日ソ共同宣言と国連加盟という順序が崩れる,
○,kc.occupation.korean_war_boom,朝鮮戦争が日本の復興を早めた因果,causal,gh.4.1.1,3,日本,東アジア;北アメリカ,1950,1953,exact,1.5,kc.occupation.independence_order,占領下の国内改革と独立回復。世界史では扱わない,特需が生産を押し上げたことと、同時に再軍備の起点になったという二面が並ばない,
○,kc.occupation.territory_geo,平和条約で確定しなかった地域,geo,gh.4.1.1,3,日本,東欧・ロシア;東アジア,1951,1972,exact,1.5,kc.occupation.independence_order,占領下の国内改革と独立回復。世界史では扱わない,沖縄と小笠原の施政権・北方領土・竹島・尖閣という論点の位置と経緯が、地図の上で区別できない,
○,kc.growth.causes,高度経済成長が可能になった要因,causal,gh.4.1.2,3,日本,北アメリカ;アラビア半島,1955,1973,exact,1.7,kc.occupation.korean_war_boom,高度経済成長と国内社会。世界史では扱わない,安価な石油・固定為替相場・技術導入・高い貯蓄率・農村からの労働力が並列に暗記され、どれが外的な条件かの区別がない,
○,kc.growth.pollution,成長の光と影,distinction,gh.4.1.2,3,日本,,1955,1975,exact,1.6,kc.growth.causes,高度経済成長と国内社会。世界史では扱わない,所得の倍増と生活の変化という成果と、四大公害病・過密と過疎という代償が、別々の単元として扱われる,
○,kc.growth.diplomacy_order,国際社会に戻る順序,chronology,gh.4.1.2,3,日本,東アジア;中国,1956,1978,exact,1.5,kc.occupation.independence_order,高度経済成長と国内社会。世界史では扱わない,国連加盟・日韓基本条約・沖縄返還・日中共同声明・日中平和友好条約の順序と、それぞれ何が課題として残ったかが崩れる,
○,kc.growth.end,高度成長が終わった因果,causal,gh.4.1.2,3,日本,アラビア半島;北アメリカ,1971,1975,exact,1.6,kc.growth.causes,高度経済成長と国内社会。世界史では扱わない,ドル=ショックによる変動相場制への移行と石油危機が重なったという、前提条件の同時崩壊として説明できない,
○,kc.growth.belt_geo,太平洋ベルトへの産業と人口の集中,geo,gh.4.1.2,3,日本,,1955,1975,exact,1.3,kc.growth.pollution,高度経済成長と国内社会。世界史では扱わない,京浜・中京・阪神・北九州という工業地帯の位置と、人口が流出した地域との対比が地図で捉えられない,
○,kc.jpcwend.new_role,冷戦終結が日本の立場を変えた因果,causal,gh.4.2.1,3,日本,北アメリカ;アラビア半島,1989,1992,exact,1.5,kc.detente.east_europe_1989,バブル経済と55年体制。世界史では扱わない,湾岸戦争での資金協力への批判が、国際貢献をめぐる議論とPKO協力法につながる筋が抜ける,
○,kc.jpcwend.bubble,バブル経済が生まれ崩壊した因果,causal,gh.4.2.1,3,日本,北アメリカ,1985,1993,exact,1.6,kc.growth.end,バブル経済と55年体制。世界史では扱わない,プラザ合意後の円高対策としての低金利が資産価格を押し上げ、引き締めで崩れるという政策の連鎖が見えない,
○,kc.jpcwend.1955_system,55年体制とその終わり,distinction,gh.4.2.1,3,日本,,1955,1993,exact,1.5,kc.jpcwend.new_role,バブル経済と55年体制。世界史では扱わない,自民党の長期政権と社会党が対抗する構図が冷戦の国内版だったという位置づけと、その終わりの時期が結びつかない,
○,kc.jpcwend.east_asia_order,東アジアの緊張と和解の順序,chronology,gh.4.2.1,3,東アジア,中国;朝鮮;日本,1989,2002,exact,1.3,kc.jpcwend.new_role,バブル経済と55年体制。世界史では扱わない,天安門事件・韓国の民主化と南北の国連同時加盟・日朝首脳会談という出来事の順序と、それぞれの当事者が崩れる,
